Forrás_lap	Forrás_sor	Kártya név	Típus	Birodalom	Klán	Faj	Kaszt	Magnitudó	Aura	ATK	HP	Képesség	Képesség_Canonical	Zóna_Felismerve	Kulcsszavak_Felismerve	Trigger_Felismerve	Célpont_Felismerve	Hatáscímkék	Időtartam_Felismerve	Feltétel_Felismerve	Gépi_Leírás	Értelmezési_Státusz	Engine_Megjegyzés
VENTUS	60	Felleghasító Fióka	Entitás	Ventus	Égbolt Úrai	Szárnyas Bestia	Alap	1	1	1	1	[DOMÍNIUM] Légies (Ethereal). Visszhang (Echo): Amikor ez az Entitás a Domíniumról elpusztulva az Ürességbe kerül, visszaveheted a paklid tetejére.	[DOMINIUM] ethereal; echo: when this dies from the board and goes to graveyard, you may put it on top of your deck	dominium, graveyard, deck	ethereal, echo	on_death	self	return_to_deck	instant	trigger_only_if_this_dies_from_dominium_and_goes_to_graveyard	Légies entitás, amely a Domíniumról az Ürességbe kerülve a paklid tetejére visszatehető.	osszetett_egyedi	Haláltriggeres self-recursion a pakli tetejére.
VENTUS	61	Szellő-Szárnyú Cserkész	Entitás	Ventus	Égbolt Úrai	Szárnyas Bestia	Alap	1	1	1	2	[HORIZONT] Légies (Ethereal). Ezt az Entitást nem lehet blokkolni normál Entitásokkal.	[HORIZONT] ethereal; this cannot be blocked by normal entities	horizont	ethereal	static	self	block_restrict	static_while_on_board	can_only_be_blocked_by_ethereal_or_other_special_valid_blockers	Légies entitás, amelyet normál entitások nem blokkolhatnak.	osszetett_egyedi	Saját blokk-szabályt módosító statikus kivétel.
VENTUS	62	Égi Navigátor	Entitás	Ventus	Égbolt Úrai	Ember	Kósza	2	2	2	2	[ZENIT] Harmonizálás (Harmonize).	[ZENIT] harmonize	zenit	harmonize	static	self	blank	static_while_on_board	none	A Zenitben Harmonizálás kulcsszóval rendelkező egyszerű entitás.	passziv_vagy_egyszeru	Tiszta natív keywordös lap.
VENTUS	63	Széltáncos Sámán	Entitás	Ventus	Égbolt Úrai	Ember	Sámán	2	1	1	3	[ZENIT] Rezonancia 2. Ha egy saját Légies (Ethereal) Entitásod sikeresen áttör egy Pecsétet, a Sámán ad +1 maximális HP-t egy saját Entitásnak.	[ZENIT] resonance 2; when your ethereal entity breaks a seal, target allied entity gains +1 max HP	zenit, seal_row	resonance, ethereal	on_seal_break	own_entity	hp_mod	until_match_end	trigger_only_if_an_allied_ethereal_entity_breaks_a_seal	Rezonancia 2-t ad, és ha egy saját Légies entitásod pecsétet tör, egy saját entitás +1 max HP-t kap.	osszetett_egyedi	Keyword-szűrt seal-break trigger permanens buffal.
VENTUS	64	Felhőtáncos Szirén	Entitás	Ventus	Égbolt Úrai	Elementál	Mágus	3	2	1	3	[ZENIT] Rezonancia 2. Ha egy ellenséges kártya visszakerül a tulajdonosa kezébe a pályáról, a Szirén véglegesen kap +1 maximális HP-t.	[ZENIT] resonance 2; when an enemy card returns from board to hand, this gains +1 max HP permanently	zenit, hand	resonance	on_bounce	self	hp_mod	until_match_end	trigger_when_an_enemy_card_returns_from_board_to_hand	Rezonancia 2-t ad, és amikor egy ellenséges kártya a pályáról kézbe kerül, ez a lap véglegesen +1 max HP-t kap.	osszetett_egyedi	Enemy-bounce triggeres permanens önbuff.
VENTUS	65	Ciklon-Lovag	Entitás	Ventus	Égbolt Úrai	Ember	Lovag	3	3	3	3	[HORIZONT] Gyorsaság (Celerity).	[HORIZONT] celerity	horizont	celerity	static	self	blank	static_while_on_board	none	A Horizonton Gyorsaság kulcsszóval rendelkező egyszerű entitás.	passziv_vagy_egyszeru	Tiszta natív keywordös lap.
VENTUS	66	Viharmadár	Entitás	Ventus	Égbolt Úrai	Szárnyas Bestia	Alap	3	3	3	2	[HORIZONT] Légies (Ethereal). Gyorsaság (Celerity).	[HORIZONT] ethereal; celerity	horizont	ethereal, celerity	static	self	blank	static_while_on_board	none	A Horizonton Légies és Gyorsaság kulcsszóval rendelkező egyszerű entitás.	passziv_vagy_egyszeru	Két natív keywordös lap.
VENTUS	67	Ködbeburkolt Szellem	Entitás	Ventus	Égbolt Úrai	Szellem	Alap	4	3	3	3	[DOMÍNIUM] Légies (Ethereal). Riadó (Clarion): Megidézésekor válassz egy saját Entitást, amelyik visszatér a kezedbe, majd azonnal húzz 2 lapot a paklidból.	[DOMINIUM] ethereal; clarion: return target allied entity to hand, then draw 2	dominium, hand, deck	ethereal, clarion	on_summon	own_entity	return_to_hand, draw	instant	none	Légies entitás, amely Clarionkor egy saját entitást kézbe vesz vissza, majd 2 lapot húz.	osszetett_egyedi	Saját bounce és fix húzás kombinációja Clarionnal.
VENTUS	68	Légáramlat-Mágus	Entitás	Ventus	Égbolt Úrai	Ember	Mágus	4	3	2	4	[DOMÍNIUM] Riadó (Clarion): Válassz egy 2-es vagy annál kisebb Magnitúdójú ellenséges Entitást a Horizonton, és küldd vissza a tulajdonosa kezébe.	[DOMINIUM] clarion: return target enemy Horizont entity with magnitude 2 or less to its owner's hand	dominium, horizont, hand	clarion	on_summon	enemy_horizont_entity	return_to_hand	instant	target_enemy_horizont_entity_with_magnitude_lte_2	Clarionkor egy legfeljebb 2-es Magnitúdójú ellenséges Horizont-entitást kézbe küldesz vissza.	elso_koros_gepi_ertelmezes	Egyszerű Clarion bounce Magnitúdó-szűréssel.
VENTUS	69	Mennydörgő Sólyom	Entitás	Ventus	Égbolt Úrai	Szárnyas Bestia	Alap	5	4	4	4	[HORIZONT] Légies (Ethereal). Ha a Sólyom sikeresen sebez egy ellenséges Pecsétet, a viharos széllökés visszaparancsol egy szabadon választott ellenséges Entitást a Zenitből (a hátsó sorból) az ellenfél kezébe.	[HORIZONT] ethereal; when this damages an enemy seal, return target enemy Zenit entity to its owner's hand	horizont, seal_row, zenit, hand	ethereal	on_seal_break	enemy_zenit_entity	return_to_hand	instant	trigger_when_this_successfully_damages_an_enemy_seal	Légies entitás, amely pecsétsebzés után egy ellenséges Zenit-entitást kézbe küld vissza.	osszetett_egyedi	Seal-hit trigger hátsó soros bounce-szal.
VENTUS	70	Viharhozó Wyrm	Entitás	Ventus	Égbolt Úrai	Sárkány	Alap	5	4	4	5	[HORIZONT] Légies (Ethereal). Ha ez a lény sebzést okoz a Horizonton lévő ellenfélnek, a harc után a vihar szele egyenesen az ellenfél kezébe sodorja vissza a megtámadott (de túlélő) ellenséges Entitást.	[HORIZONT] ethereal; when this deals damage to an enemy on Horizont, return the attacked surviving enemy entity to its owner's hand after combat	horizont, hand	ethereal	on_combat_damage_dealt	enemy_horizont_entity	return_to_hand	instant	target_must_be_the_attacked_enemy_horizont_entity_and_it_must_survive	Légies entitás, amely a megtámadott és túlélő ellenséges Horizont-entitást a harc után kézbe küldi.	osszetett_egyedi	Harc utáni bounce a tényleges megtámadott túlélő célpontra.
VENTUS	71	Zephyr az Égi Dzsinn	Entitás	Ventus	Égbolt Úrai	Elementál	Hős	6	5	5	5	[DOMÍNIUM] Légies (Ethereal). Valahányszor az ellenfél kénytelen visszavenni egy Entitást a Domíniumról a kezébe, Zephyr azonnal kap +2 ATK-t az adott kör végéig.	[DOMINIUM] ethereal; whenever an enemy entity returns from board to hand, this gains +2 ATK until end of turn	dominium, hand	ethereal	on_bounce	self	atk_mod	until_turn_end	trigger_when_an_enemy_entity_returns_from_board_to_hand	Légies hős, amely +2 ATK-t kap a kör végéig, amikor egy ellenséges entitás a pályáról kézbe kerül.	osszetett_egyedi	Enemy-bounce triggeres ideiglenes önbuff.
VENTUS	72	Stratos az Égbolt Ura	Entitás	Ventus	Égbolt Úrai	Sárkány	Hős	7	6	6	5	[DOMÍNIUM] Légies (Ethereal). Riadó (Clarion): Megidézésekor hatalmas orkán söpör végig a Domíniumon. Az összes olyan ellenséges Entitás a Horizonton, amely nem rendelkezik a Légies kulcsszóval, azonnal visszakerül a tulajdonosa kezébe.	[DOMINIUM] ethereal; clarion: return all enemy Horizont entities without ethereal to their owner's hand	dominium, horizont, hand	ethereal, clarion	on_summon	enemy_horizont_entities	return_to_hand	instant	affects_only_enemy_horizont_entities_without_ethereal	Légies hős, amely Clarionkor minden nem Légies ellenséges Horizont-entitást kézbe küld vissza.	osszetett_egyedi	Tömeges keyword-szűrt bounce Clarion.
VENTUS	73	Aethon a Szélisten	Entitás	Ventus	Égbolt Úrai	Sárkány	Hős	8	7	7	7	[DOMÍNIUM] Légies (Ethereal). Riadó (Clarion): Megidézésekor egy hatalmas orkán az összes Kimerült (elforgatott) ellenséges Entitást visszasodorja a tulajdonosuk kezébe, megnyitva az utat a Pecsétek felé.	[DOMINIUM] ethereal; clarion: return all exhausted enemy entities to their owner's hand	dominium, hand	ethereal, clarion	on_summon	enemy_entities	return_to_hand	instant	affects_only_exhausted_enemy_entities	Légies hős, amely Clarionkor az összes Kimerült ellenséges entitást kézbe küldi vissza.	osszetett_egyedi	Tömeges állapotszűrt bounce Clarion.
VENTUS	74	Felhő-Kóborló	Entitás	Ventus	Égbolt Úrai	Szellem	Alap	1	1	1	1	[HORIZONT] Légies (Ethereal). Visszhang (Echo): Dobj el egy lapot, hogy húzz egy újat.	[HORIZONT] ethereal; echo: discard 1, then draw 1	horizont, hand, graveyard, deck	ethereal, echo	on_death	self	discard, draw	instant	none	Légies entitás, amely Echo hatásra eldob 1 lapot, majd húz 1 lapot.	osszetett_egyedi	Echo-triggeres loot-hatás.
VENTUS	75	Égi Megfigyelő	Entitás	Ventus	Égbolt Úrai	Szárnyas Bestia	Alap	1	1	1	2	[ZENIT] Harmonizálás (Harmonize). Bármikor, amikor az ellenfél visszavesz egy lapot a kezébe, megnézheted az ellenfél paklijának legfelső lapját.	[ZENIT] harmonize; whenever the opponent returns a card to hand, you may look at the top card of their deck	zenit, hand, deck	harmonize	on_bounce	enemy_hand	tutor	instant	trigger_when_opponent_returns_a_card_to_hand	Harmonizálást ad, és amikor az ellenfél lapot vesz vissza a kezébe, megnézheted a paklija tetejét.	osszetett_egyedi	Információszerző bounce-trigger.
VENTUS	76	Szélháton Járó	Entitás	Ventus	Égbolt Úrai	Ember	Kósza	2	2	2	2	[HORIZONT] Légies (Ethereal).	[HORIZONT] ethereal	horizont	ethereal	static	self	blank	static_while_on_board	none	A Horizonton Légies kulcsszóval rendelkező egyszerű entitás.	passziv_vagy_egyszeru	Tiszta natív keywordös lap.
VENTUS	77	Fellegek Papnője	Entitás	Ventus	Égbolt Úrai	Ember	Pap	2	2	1	4	[ZENIT] Rezonancia 2. Amíg itt van, a Légies Entitásaid megidézése 1 Aurával kevesebbe kerül.	[ZENIT] resonance 2; while here, your ethereal entities cost 1 less to summon	zenit	resonance, ethereal	static	own_entities	cost_mod	static_while_on_board	affects_only_allied_ethereal_entities	Rezonancia 2-t ad, és amíg a Zenitben van, a saját Légies entitásaid 1 Aurával olcsóbban idézhetők meg.	osszetett_egyedi	Keyword-szűrt folyamatos idézési költségcsökkentés.
VENTUS	78	Délibáb Szövő	Entitás	Ventus	Égbolt Úrai	Ember	Mágus	3	3	2	3	[DOMÍNIUM] Riadó (Clarion): Választhatsz egy saját Légies Entitást; a kör végéig nem célozható meg semmilyen varázslattal.	[DOMINIUM] clarion: target allied ethereal entity cannot be targeted by spells until end of turn	dominium	clarion, ethereal	on_summon	own_entity	untargetable	until_turn_end	target_must_be_allied_ethereal_entity	Clarionkor egy saját Légies entitás a kör végéig nem célozható varázslatokkal.	osszetett_egyedi	Célzott ideiglenes spell-untargetable Clarion.
VENTUS	79	Köd-Alak	Entitás	Ventus	Égbolt Úrai	Elementál	Alap	3	3	3	3	[HORIZONT] Ha célpontjává válik egy ellenséges Igének, azonnal visszatér a kezedbe, és a varázslat semlegesítődik.	[HORIZONT] when targeted by an enemy spell, return this to hand and counter that spell	horizont, hand	blank	on_enemy_spell_target	self, enemy_spell	return_to_hand, counterspell	instant	none	Ha ellenséges Ige célpontjává válik, kézbe kerül vissza és a varázslat meghiúsul.	osszetett_egyedi	Önvédelmi auto-bounce counter infrastruktúrát igényel.
VENTUS	80	Szélvihar Wyvern	Entitás	Ventus	Égbolt Úrai	Sárkány	Alap	4	4	4	3	[HORIZONT] Légies (Ethereal). Hasítás (Sundering).	[HORIZONT] ethereal; sundering	horizont	ethereal, sundering	static	self	blank	static_while_on_board	none	A Horizonton Légies és Hasítás kulcsszóval rendelkező egyszerű entitás.	passziv_vagy_egyszeru	Két natív keywordös lap.
VENTUS	81	Égi Csempész	Entitás	Ventus	Égbolt Úrai	Ember	Tolvaj	4	4	3	4	[DOMÍNIUM] Riadó (Clarion): Húzz 1 lapot. Ha ez a lap Ventus Entitás, mutasd meg, és húzz még egyet!	[DOMINIUM] clarion: draw 1; if it is a Ventus entity, reveal it and draw 1 more	dominium, deck, hand	clarion	on_summon	self	draw	instant	draw_1_then_if_drawn_card_is_a_ventus_entity_reveal_it_and_draw_1_more	Clarionkor húzol 1 lapot, és ha az Ventus entitás, felfeded és húzol még 1 lapot.	osszetett_egyedi	Feltételes láncolt húzás a felhúzott lap típusa alapján.
VENTUS	82	Szárnyas Oroszlán	Entitás	Ventus	Égbolt Úrai	Szárnyas Bestia	Alap	5	5	4	5	[HORIZONT] Légies (Ethereal). Ha ez a lény sebzést okoz a Horizonton lévő ellenfélnek, az ellenfélnek a következő körben 1-gyel kevesebb Aurája lesz.	[HORIZONT] ethereal; when this deals damage to an enemy on Horizont, that player has 1 less aura next turn	horizont, source	ethereal	on_combat_damage_dealt	enemy_entity	resource_gain	until_next_enemy_turn	trigger_when_this_deals_damage_to_an_enemy_on_horizont	Légies entitás, amely Horizonton lévő ellenfél sebzésekor a következő körre 1 Aura-vesztést okoz.	osszetett_egyedi	Késleltetett ellenfél-erőforráscsökkentés combat triggerből.
VENTUS	83	Felhőtörő Gólem	Entitás	Ventus	Égbolt Úrai	Gólem	Alap	5	5	5	5	[HORIZONT] Oltalom (Aegis). Megidézésekor egy ellenséges Entitás azonnal elveszíti a Légies (Ethereal) kulcsszavát.	[HORIZONT] aegis; on summon, target enemy entity loses ethereal	horizont	aegis, ethereal	on_summon	enemy_entity	ability_lock	instant	target_enemy_entity_loses_ethereal_on_summon	Oltalommal rendelkező entitás, amely megidézésekor egy ellenséges entitásról leveszi a Légies kulcsszót.	osszetett_egyedi	Kulcsszó-eltávolítás konkrét keywordre szűrve.
VENTUS	84	Légies Lopakodó	Entitás	Ventus	Égbolt Úrai	Szellem	Orgyilkos	6	6	5	4	[HORIZONT] Métely (Bane). Légies (Ethereal).	[HORIZONT] bane; ethereal	horizont	bane, ethereal	static	self	blank	static_while_on_board	none	A Horizonton Métely és Légies kulcsszóval rendelkező egyszerű entitás.	passziv_vagy_egyszeru	Két natív keywordös lap.
VENTUS	85	Szelek Királynője	Entitás	Ventus	Égbolt Úrai	Ember	Nemes	6	6	4	6	[ZENIT] Rezonancia 1. A Manifesztáció fázisodban visszaküldhetsz egy 2-es vagy annál kisebb Magnitúdójú ellenséges Entitást a tulajdonosa kezébe (körönként 1x).	[ZENIT] resonance 1; during your manifestation phase, you may return an enemy entity with magnitude 2 or less to its owner's hand once per turn	zenit, hand	resonance	on_influx_phase	enemy_entity	return_to_hand	instant	usable_once_per_turn_and_target_enemy_entity_must_have_magnitude_lte_2	Rezonancia 1-et ad, és a Manifesztáció fázisodban körönként egyszer visszaküldhetsz kézbe egy legfeljebb 2-es Magnitúdójú ellenséges entitást.	osszetett_egyedi	Fázis-alapú limitált bounce.
VENTUS	86	Égi Íjász	Entitás	Ventus	Égbolt Úrai	Ember	Vadász	7	7	6	6	[HORIZONT] Hasítás (Sundering). Ez az Entitás képes blokkolni az ellenséges Légies (Ethereal) Entitások támadásait is.	[HORIZONT] sundering; this can also block enemy ethereal entities	horizont	sundering, ethereal	static	self	block_restrict	static_while_on_board	can_block_enemy_ethereal_entities	Hasításos entitás, amely képes blokkolni az ellenséges Légies entitások támadásait is.	osszetett_egyedi	Blokkolási alapszabályt módosító kivétel.
VENTUS	87	Viharos Lovag	Entitás	Ventus	Égbolt Úrai	Szellem	Lovag	7	7	5	7	[HORIZONT] Oltalom (Aegis). Légies (Ethereal).	[HORIZONT] aegis; ethereal	horizont	aegis, ethereal	static	self	blank	static_while_on_board	none	A Horizonton Oltalom és Légies kulcsszóval rendelkező egyszerű entitás.	passziv_vagy_egyszeru	Két natív keywordös lap.
VENTUS	88	Végtelen Ég Sárkánya	Entitás	Ventus	Égbolt Úrai	Sárkány	Alap	8	8	8	8	[HORIZONT] Légies (Ethereal). Hasítás (Sundering). [DOMÍNIUM] Riadó (Clarion): Ha van másik Légies Entitásod a pályán, az ellenfél kénytelen 2 lapot eldobni a kezéből.	[HORIZONT] ethereal; sundering; [DOMINIUM] clarion: if you control another ethereal entity, opponent discards 2 cards	horizont, dominium, hand	ethereal, sundering, clarion	on_summon	enemy_hand	discard	instant	requires_another_allied_ethereal_entity_on_board	Ha van másik saját Légies entitásod a pályán, Clarionkor az ellenfél 2 lapot dob el a kezéből.	osszetett_egyedi	Feltételes Clarion discard keyword-szűréssel.
VENTUS	89	Viharfellegek Ura	Entitás	Ventus	Égbolt Úrai	Elementál	Hős	9	9	7	9	[HORIZONT] Légies (Ethereal). [DOMÍNIUM] Riadó (Clarion): A Domíniumon lévő összes többi Entitás (saját és ellenséges is) visszakerül a tulajdonosa kezébe!	[HORIZONT] ethereal; [DOMINIUM] clarion: return all other entities on the board to their owners' hands	horizont, dominium, hand	ethereal, clarion	on_summon	own_entities, enemy_entities	return_to_hand	instant	affects_all_other_entities_on_dominium_except_this_one	Légies hős, amely Clarionkor az összes többi pályán lévő entitást visszaküldi a tulajdonosa kezébe.	osszetett_egyedi	Szimmetrikus tömeges bounce, saját magát kivéve.
VENTUS	90	Ködbe Vész	Ige	Ventus	Égbolt Úrai	-	-	2	1	-	-	Válassz egy saját Entitást a Horizonton. Megkapja a Légies (Ethereal) kulcsszót az adott kör végéig.	target allied Horizont entity gains ethereal until end of turn	horizont	ethereal	blank	own_horizont_entity	grant_keyword	until_turn_end	none	Egy saját Horizont-entitás megkapja a Légies kulcsszót a kör végéig.	elso_koros_gepi_ertelmezes	Egyszerű célzott ideiglenes keyword-adás.
VENTUS	91	Égi Emelés	Ige	Ventus	Égbolt Úrai	-	-	3	2	-	-	Vegyél vissza egy saját Entitást a Domíniumról a kezedbe. Cserébe a körben a következő megidézett Entitásod költsége 2 Aurával csökken.	return an allied entity from board to hand; your next summoned entity this turn costs 2 less	dominium, hand	blank	blank	own_entity	return_to_hand, cost_mod	until_turn_end	affects_the_next_allied_entity_you_summon_this_turn	Egy saját entitást visszaveszel a kezedbe, majd a következő megidézett entitásod 2 Aurával olcsóbb lesz ebben a körben.	osszetett_egyedi	Saját bounce és következő summonra tárolt költségcsökkentés.
VENTUS	92	Szétszóródás	Ige	Ventus	Égbolt Úrai	-	-	4	3	-	-	Válassz egy ellenséges Entitást a Horizonton. Visszakerül a tulajdonosa kezébe, de az ellenfél cserébe húzhat 1 lapot.	return target enemy Horizont entity to its owner's hand; its controller may draw 1	horizont, hand, deck	blank	blank	enemy_horizont_entity	return_to_hand, draw	instant	opponent_may_draw_1_after_the_target_returns_to_hand	Egy ellenséges Horizont-entitás visszakerül a tulajdonosa kezébe, és az ellenfél húzhat 1 lapot.	osszetett_egyedi	Célzott bounce kompenzációs húzással.
VENTUS	93	Délibáb	Ige	Ventus	Égbolt Úrai	-	-	5	3	-	-	Cseréld fel egy saját Légies (Ethereal) Entitásod és egy ellenséges Entitás pozícióját (a te térfeledre kerül az övé, és fordítva) a kör végéig!	swap the positions of an allied ethereal entity and an enemy entity until end of turn	dominium, horizont, zenit	ethereal	blank	own_entity, enemy_entity	move_horizont, move_zenit	until_turn_end	target_must_be_an_allied_ethereal_entity_and_an_enemy_entity	Egy saját Légies entitásod és egy ellenséges entitás helyet cserél a kör végéig.	osszetett_egyedi	Kétoldali ideiglenes pozíciócsere kontrolloldal-váltási következményekkel.
VENTUS	94	Légüres Tér Támadás	Ige	Ventus	Égbolt Úrai	-	-	6	4	-	-	Válassz egy ellenséges Entitást. Elveszíti minden kulcsszavát, majd elszenved 4 sebzést. Reakció (Burst): Ingyen elsüthető Pecsétből.	target enemy entity loses all keywords, then takes 4 damage	blank	burst	blank	enemy_entity	ability_lock, damage	instant	none	Egy ellenséges entitás elveszíti minden kulcsszavát, majd 4 sebzést szenved el.	osszetett_egyedi	Teljes keyword-eltávolítás és sebzés Burst-tel.
VENTUS	95	Felhők Közé Emelkedés	Ige	Ventus	Égbolt Úrai	-	-	3	2	-	-	Egy szabadon választott saját Entitásod megkapja a Légies (Ethereal) kulcsszót az adott kör végéig. Reakció (Burst): Ingyen kijátszható.	target allied entity gains ethereal until end of turn	blank	ethereal, burst	blank	own_entity	grant_keyword	until_turn_end	none	Egy saját entitás megkapja a Légies kulcsszót a kör végéig.	elso_koros_gepi_ertelmezes	Egyszerű célzott ideiglenes keyword-adás Burst-tel.
VENTUS	96	Hirtelen Felszállóág	Ige	Ventus	Égbolt Úrai	-	-	3	2	-	-	Egy ellenséges támadás során a célba vett saját Entitásodat a szél azonnal visszarepíti a kezedbe, így a támadás érvénytelenítődik. Reakció (Burst): Ingyen elsüthető.	return the targeted allied entity to your hand during an enemy attack; cancel that attack	blank	burst	on_attack_declared	own_entity	return_to_hand, attack_nullify	instant	target_must_be_the_allied_entity_currently_targeted_by_an_enemy_attack	A megtámadott saját entitásod visszakerül a kezedbe, és a támadás meghiúsul.	osszetett_egyedi	Reaktív defensive bounce attack-nullify Burst-tel.
VENTUS	97	Légnyomás	Ige	Ventus	Égbolt Úrai	-	-	4	4	-	-	Egy választott Áramlatban (oszlopban) lévő ellenséges Horizont-Entitást a szél nyomása azonnal hátralök az üres Zenit-mezőre. Ha a Zenit már foglalt, az Entitás ehelyett visszakerül a játékos kezébe.	push target enemy Horizont entity in a chosen lane to the empty Zenit slot behind it; if occupied, return it to hand	lane, horizont, zenit, hand	blank	blank	enemy_horizont_entity	move_zenit, return_to_hand	instant	target_enemy_horizont_entity_must_be_in_the_chosen_lane_and_moves_to_zenit_if_empty_otherwise_to_hand	Egy választott Áramlat ellenséges Horizont-entitása a Zenitbe kerül, ha ott van hely, különben kézbe kerül vissza.	osszetett_egyedi	Lane-kötött feltételes hátralökés bounce fallbackkel.
VENTUS	98	Fellegek Szakadás	Rituálé	Ventus	Égbolt Úrai	-	-	3	2	-	-	Minden játékos visszavesz egy általa választott Entitást a saját Domíniumáról a kezébe.	each player returns a chosen entity from their own board to hand	dominium, hand	blank	blank	own_entity, enemy_entity	return_to_hand	instant	each_player_chooses_one_entity_from_their_own_board_to_return_to_hand	Mindkét játékos visszavesz 1-1 általa választott entitást a saját Domíniumáról a kezébe.	osszetett_egyedi	Kétoldali szimmetrikus választott bounce.
VENTUS	99	Égi Menedék	Rituálé	Ventus	Égbolt Úrai	-	-	4	3	-	-	Az összes saját Entitásod a Horizonton megkapja a Légies (Ethereal) kulcsszót a következő köröd Ébredés fázisáig.	all allied Horizont entities gain ethereal until your next awakening	horizont	ethereal	blank	own_horizont_entities	grant_keyword	next_own_awakening	none	Az összes saját Horizont-entitásod megkapja a Légies kulcsszót a következő Ébredés fázisodig.	osszetett_egyedi	Tömeges időzített keyword-adás nem standard időtartammal.
VENTUS	100	Szélvihar Erejével	Rituálé	Ventus	Égbolt Úrai	-	-	5	4	-	-	Okoz 3 sebzést minden olyan Entitásnak a Domíniumon (saját és ellenséges egyaránt), amely NEM rendelkezik a Légies (Ethereal) kulcsszóval.	deal 3 damage to all entities on the board that do not have ethereal	dominium	ethereal	blank	own_entities, enemy_entities	damage	instant	affects_only_entities_without_ethereal	Minden nem Légies entitás a Domíniumon 3 sebzést szenved el.	osszetett_egyedi	Tömeges keyword-negált sebzés.
VENTUS	101	Légies Hadjárat	Rituálé	Ventus	Égbolt Úrai	-	-	6	5	-	-	Ebben a körben minden saját Légies (Ethereal) Entitásod kétszer támadhat, de a második támadás után a következő körben nem állhatnak vissza Aktívba.	this turn all allied ethereal entities may attack twice, but after the second attack they do not ready next turn	dominium	ethereal	blank	own_entities	attack_restrict, ready	until_next_own_turn_end	affects_only_allied_ethereal_entities_and_applies_after_their_second_attack	Minden saját Légies entitásod kétszer támadhat ebben a körben, de a második támadás után a következő körben nem áll vissza Aktív állapotba.	osszetett_egyedi	Tömeges extra attack szabály késleltetett ready-tiltással.
VENTUS	102	Viharos Eltűnés	Rituálé	Ventus	Égbolt Úrai	-	-	7	6	-	-	Száműzz egy szabadon választott ellenséges Entitást az Ürességbe. Az ellenfél cserébe azonnal megidézheti a paklija legfelső Entitását ingyen.	destroy target enemy entity and send it to graveyard; its controller may summon the top entity of their deck for free	dominium, graveyard, deck	blank	blank	enemy_entity	destroy, free_cast, summon	instant	opponent_may_immediately_summon_the_top_entity_of_their_deck_for_free_after_target_is_removed	Egy ellenséges entitás az Ürességbe kerül, majd az ellenfél ingyen megidézheti a paklija legfelső entitását.	osszetett_egyedi	Eltávolítás kompenzációs topdeck summon-nal.
VENTUS	103	Viharos Menekülés	Rituálé	Ventus	Égbolt Úrai	-	-	4	3	-	-	Vegyél vissza legfeljebb 2 saját Entitást a Domíniumról a kezedbe. Ha megteszed, az így visszavett lapok száma alapján (1 vagy 2) pusztíts el ugyanennyi ellenséges Jelet (lefordított csapdát) a Zenitben.	return up to 2 allied entities from board to hand; destroy that many enemy traps in Zenit	dominium, hand, zenit	blank	blank	own_entities, enemy_zenit_entities	return_to_hand, destroy	instant	destroy_a_number_of_enemy_zenit_traps_equal_to_the_number_of_allied_entities_returned_to_hand	Legfeljebb 2 saját entitást visszaveszel kézbe, majd ugyanennyi ellenséges Zenitben lévő Jelet pusztítasz el.	osszetett_egyedi	Változó számú saját bounce és arányos trap-destrukció.
VENTUS	104	Légüres Tér	Rituálé	Ventus	Égbolt Úrai	-	-	4	4	-	-	Válassz ki legfeljebb 2 ellenséges Entitást bárhol a Domíniumon, és küldd őket vissza a tulajdonosuk kezébe, drasztikusan lelassítva az ellenfél játékát.	return up to 2 enemy entities from anywhere on the board to their owner's hand	dominium, hand	blank	blank	enemy_entities	return_to_hand	instant	choose_up_to_2_enemy_entities_anywhere_on_dominium	Legfeljebb 2 ellenséges entitást visszaküldesz a tulajdonosa kezébe a Domínium bármely pontjáról.	elso_koros_gepi_ertelmezes	Egyszerű többcélpontos általános bounce.
VENTUS	105	Ciklon Söprés	Rituálé	Ventus	Égbolt Úrai	-	-	5	3	-	-	Céllozz meg egyetlen Áramlatot (oszlopot) a Domíniumon. Az adott Áramlatban tartózkodó összes Entitás (a Horizonton és a Zenitben lévő, ellenséges és saját egyaránt) azonnal visszakerül a tulajdonosok kezébe.	choose a lane; all entities in that lane return to their owners' hands	lane, horizont, zenit, hand	blank	blank	lane	return_to_hand	instant	affects_all_entities_in_the_chosen_lane_on_both_sides	Egy választott Áramlatban lévő összes entitás visszakerül a tulajdonosa kezébe.	osszetett_egyedi	Lane-alapú kétoldali tömeges bounce.
VENTUS	106	Köd Fal	Jel	Ventus	Égbolt Úrai	-	-	2	2	-	-	Aktiválás: Amikor egy Légies (Ethereal) Entitásodat megtámadják. Hatás: Az Entitást érő sebzés nullára csökken, a támadó pedig Kimerül (elforgatódik).	when your ethereal entity is attacked: prevent damage to it and exhaust the attacker	horizont	ethereal	on_attack_declared	own_entity, enemy_entity	damage_prevention, exhaust	instant	trigger_only_if_targeted_allied_entity_has_ethereal	Ha egy Légies saját entitásodat megtámadják, a sebzés nullára csökken és a támadó kimerül.	osszetett_egyedi	Keyword-feltételes védelmi trap sebzésmegelőzéssel.
